x	y	out
-57.24927299	-4.229127829	0.503846121
10.28809144	15.15602115	0.363713269
26.86130389	66.70800278	0.48985154
12.85871001	70.82737171	0.488797843
4.067985058	47.53162753	0.481521145
-43.38987353	16.85359736	0.479705596
45.67704599	43.81581854	0.488004108
30.89496632	58.58953004	0.485096173
52.49204474	-38.04847252	0.512086889
-15.34222994	-54.04772544	0.478456241
-75.28841333	28.15900068	0.507690086
23.4944756	15.76528032	0.345886492
-21.03487087	14.51075609	0.378321203
37.40875193	-25.08783332	0.528457045
11.4749187	80.20777936	0.497780271
-30.55053867	39.44270171	0.469946547
-23.25792394	-38.91667393	0.54863079
15.78363522	39.02463908	0.552513331
-81.09314133	23.77718727	0.493912643
53.66462912	-19.98184306	0.496186493
-10.63463149	-34.70106836	0.588045292
-20.5135642	11.45131788	0.705648111
21.01612597	44.16745972	0.53938443
41.87855663	-1.089517578	0.533486913
-24.5719726	-5.93433414	0.321715085
-3.396353786	-25.99996893	0.599925249
34.97044746	4.906077159	0.494060853
14.48453977	51.49226296	0.466931821
7.655831788	-59.95499187	0.49843808
17.44365812	51.73111559	0.5226595
27.08861248	-64.87328809	0.510183515
66.62836863	18.55905434	0.485127393
6.269942382	4.46983289	0.924657505
-21.70743304	-0.561984921	0.303497052
-75.85787994	28.46858532	0.497788914
8.425927184	-44.32757619	0.535244625
-54.56710132	-31.98740432	0.486646734
5.037490259	-25.68444436	0.586161505
-44.59444005	-44.88023255	0.487167872
-6.899103044	-26.61594411	0.49785013
-50.12449578	-63.86267853	0.495268063
-25.07906195	-30.25022816	0.57716317
47.71585452	30.12272614	0.472260758
-7.074743045	35.28156802	0.591010587
-14.41373575	44.86236199	0.451788964
-43.45992038	23.6088482	0.501817629
7.391763506	-26.61890478	0.456415262
39.32200666	-40.71067749	0.471853571
-32.08210887	-16.98995677	0.587429144
-1.974259941	51.98095118	0.534017228
31.08558844	72.85829476	0.497890988
-28.86591742	-0.084394556	0.443798168
-18.35624094	-50.50638642	0.473933467
-26.18235867	71.13010837	0.492305448
-30.36755546	-48.3140825	0.485865421
-16.34068604	-6.309456582	0.760301952
36.23059743	52.50798657	0.506754575
-56.70129827	49.51917074	0.489060981
-43.50145935	47.18238876	0.517156341
-26.92276468	34.33186576	0.454870737
63.39987633	-19.4438623	0.486677314
-14.78950475	0.091079829	0.588347694
-37.53671923	-0.390846179	0.418245771
37.53751581	-26.59010165	0.532171356
4.17398367	-64.4376773	0.517637071
-43.00789749	34.50989555	0.528994785
-10.34002545	-61.24316019	0.497318101
26.81338391	-29.56353544	0.521037316
-30.65466689	19.17383472	0.59376031
-21.48496136	-17.63040267	0.409143724
14.05227881	-27.07550881	0.533350521
3.995978086	-16.08734932	0.550747871
62.76023111	15.08807591	0.517941438
27.90452893	-18.07952063	0.59755876
-59.43557353	9.563088316	0.487751027
21.68571817	-3.784188461	0.273365574
44.48681357	-53.04518149	0.485495912
18.23500791	-26.49385256	0.490679008
13.86506836	-18.95613488	0.705280158
-10.63052608	53.08783888	0.496722289
-29.2989429	52.5741517	0.487226833
8.718253274	-5.368232503	0.523150889
6.625490113	-3.700560655	0.885657615
29.36074988	-28.10470877	0.434339322
-22.86568052	28.26992101	0.582979495
22.59185067	-27.33053037	0.522600772
-29.68447909	50.53907356	0.514050276
6.033897681	0.766246474	0.072043348
-31.4015041	-38.96136757	0.463334383
-19.81114005	-8.40624241	0.362370041
-17.57889497	-34.00876607	0.467793543
-19.10089945	47.87540193	0.531226587
9.465495503	-47.7768439	0.54395787
9.370669454	-20.42497976	0.37369045
19.93712191	-0.888071485	0.65351483
-4.016149215	-6.423806159	0.879810713
-30.92905485	7.710743247	0.425435339
22.47939266	-65.15822987	0.485939587
13.48607018	-28.64897177	0.390415449
17.76015769	-30.39120283	0.471902039
2.483098424	28.57584821	0.397153197
39.43008062	-27.00743589	0.489279225
-29.48711608	1.736479875	0.616567066
-2.41312334	16.63424218	0.679088918
-14.22786527	48.98447385	0.496770212
-26.63190669	35.67698903	0.473356402
-15.73356358	21.0090106	0.607253618
0.513361385	32.46148599	0.559752502
-5.953970582	28.36106973	0.476341159
8.164933305	-1.712587167	0.744441935
-24.04059345	-28.96138985	0.415003926
-8.232225537	44.36337852	0.535198844
-9.096264003	-34.64262716	0.577933084
21.74657797	43.69518288	0.542599512
14.40685369	-21.35267521	0.443244594
-7.252105444	46.24591532	0.460202936
29.81743376	-0.115037361	0.63989672
-2.01946201	-15.88077235	0.238774406
-8.86503439	21.74242013	0.704994334
-0.148903878	31.54711449	0.378724491
0.095518103	3.10531819	0.010702066
21.95896483	-16.48876783	0.509257492
3.773811543	-8.407538963	0.111830173
-7.951126017	36.47444401	0.435329109
32.55714178	-25.51742703	0.466130767
19.13542062	30.97600836	0.578170875
15.00468892	16.0669109	0.272766277
-10.94589178	11.50776491	0.200288124
4.638931796	3.931759775	0.07252834
9.020505204	13.2838013	0.25791672
22.60498398	-14.22871931	0.670290818
-14.5367877	-2.961243155	0.558301608
41.631768	-35.40956877	0.525076224
40.85372679	-7.320521493	0.483746239
19.5039828	-17.44896952	0.585033964
1.550783542	28.12991647	0.347796415
-6.468656424	12.15480083	0.761749029
36.49997383	-13.15744483	0.546870921
-22.14780818	13.64183488	0.533200054
8.226161997	2.894790132	0.430129068
6.607083112	-26.06680037	0.656685688
-28.10917154	14.10949257	0.373960928
18.18317313	-45.14083258	0.54399446
16.75394257	-28.07301081	0.59715412
6.736217617	12.75313928	0.788198108
7.020690042	-17.91666254	0.312029044
-5.868544279	-5.42148979	0.925665771
15.57064327	-22.9026905	0.43603783
14.189921	9.876344152	0.796303609
7.681860766	17.51318827	0.271276002
-2.259985431	31.90582086	0.448948725
-2.164644476	-15.05151838	0.322674204
-27.88528371	6.153499742	0.371763475
-27.43437217	-27.42808926	0.546183802
17.21211937	31.66439414	0.593141471
-10.72798711	-5.056439805	0.439587388
14.77084397	28.40715857	0.456266816
22.51608851	-43.31791791	0.542307716
9.822857217	-28.13652831	0.639723623
12.59320091	-27.19174537	0.63474269
6.07277961	18.45788814	0.395587801
-6.106446095	-21.95128517	0.503580759
17.95836666	40.38426433	0.447890432
-18.78822089	-38.0598466	0.563564958
2.306181886	-9.633856203	0.263059475
30.93053712	-9.4252063	0.53149857
-13.5583339	1.504910362	0.694672375
6.930144086	-25.5377769	0.653077202
-26.27876835	16.99473792	0.376080825
19.2031077	-15.3406457	0.413386797
5.694425546	-16.5236983	0.770541362
-7.809948757	1.707109318	0.924442286
9.247384401	-4.741816435	0.645056404
-15.01258863	-18.89939859	0.581754276
8.543709956	27.73315386	0.488113468
-17.72912807	-9.210404522	0.662134075
-10.25614369	15.81772104	0.227831401
11.00805874	-4.664322789	0.369113262
-22.84655419	11.82210045	0.431466028
-3.742178547	4.246520873	0.350261897
5.9913954	-1.829501878	0.037372396
5.633473754	-14.46832495	0.196550697
-31.9611931	-9.132673683	0.598634655
-15.36852788	-5.912865476	0.483534304
1.521786573	-18.60741178	0.242690031
13.9238958	-23.99041247	0.423605505
-7.94999611	-4.884937238	0.084325967
-3.273364349	-0.482838507	0.03786753
3.473606626	12.60211366	0.306462772
-6.05640199	-20.75212601	0.32954903
0.982392845	-24.24088733	0.534128109
1.73781962	-8.897376216	0.178615823
1.36098038	-10.60235448	0.829516376
-21.30340706	-5.344819606	0.272814245
-12.7998761	2.697170254	0.312060094
3.229737096	14.65592858	0.443640805
-9.01181149	0.391712912	0.204843486
1.686671339	-22.17992842	0.304228843
-5.737443268	-14.1995278	0.268213948
14.55713437	16.42471102	0.273126612
-14.68240567	-27.63116047	0.376377632
2.978104982	-3.491244878	0.965033608
-16.9491438	-4.657115388	0.741323071
-13.96278008	-10.6941857	0.737756096
21.97079247	-24.59584565	0.614710947
-19.74488131	-4.431681382	0.734780923
14.32892782	-16.87580596	0.284519938
3.004921244	0.362017721	0.021952328
16.8401468	-15.92794107	0.652644543
12.57228962	-7.535372979	0.671266976
6.591378382	-4.501355854	0.927549309
18.8306701	-2.221911696	0.236212795
9.982191326	-7.983172577	0.164343892
3.874389925	-13.88050409	0.792650917
-14.79207847	-2.629841164	0.432923332
-15.55013188	23.91473019	0.366825269
-13.28863495	20.66718192	0.416008557
1.444917184	2.174177449	0.25978239
-10.10846945	17.51513743	0.732460467
-14.42821934	-5.532395745	0.215775794
6.258490463	-24.84742447	0.398735699
8.061925068	16.19245234	0.486243633
-5.628707233	-3.080631379	0.055082695
-3.557801171	-3.625321626	0.852765267
6.977285818	-12.2080681	0.844538464
10.65745371	-15.25641541	0.255165523
-15.77912312	-1.330732513	0.19066729
-2.766655407	-6.834788204	0.757604273
16.51660665	8.011224729	0.345398112
-29.12393691	7.78607532	0.613005708
2.195395158	-7.569317934	0.942568596
19.52015318	-9.865305406	0.277748314
-2.764596965	-20.78432809	0.610703519
15.42019881	-15.12798923	0.334531253
-6.582815761	11.31186405	0.316435913
-8.65125295	2.408449767	0.230201265
0.227976601	-20.04492235	0.686463028
-4.624806981	7.304136502	0.494972944
2.371006217	-6.314114892	0.223911561
16.5918819	0.615934513	0.567020748
3.777287855	-18.50635478	0.229174516
-4.403149396	11.00866083	0.442107516
9.118704664	-24.82169241	0.65029243
-16.52395319	10.79396915	0.552505021
-10.06905337	3.411435283	0.801129098
4.927959458	-8.137224258	0.086088949
-14.75966012	-7.311648786	0.486430457
9.125641747	-13.31159882	0.295299463
14.47452922	-6.546518452	0.201233588
-11.0233342	0.012227988	0.89690864
-1.909385419	-5.708653434	0.097617821
0.284942478	8.379425194	0.713163332
-9.071738615	-1.083204504	0.143074131
-12.14860654	-1.947702965	0.173677178
-12.76884655	-11.11642381	0.731422764
13.11280212	-11.45251162	0.784375313
27.18924512	-2.781056944	0.550859637
-15.40747296	-15.19977969	0.322066808
1.3089734	-19.7572589	0.583911477
11.85837899	-15.04405092	0.281052919
-12.99183316	-4.256278338	0.711676939
15.65246707	-17.73089226	0.702344062
-2.885636152	0.872699426	0.024690957
9.128944668	10.63351719	0.838868711
-6.735245743	-13.81768066	0.244062555
-10.49074309	-8.126721123	0.441319559
-11.90752453	1.968907922	0.29236381
-0.299959919	-8.783375364	0.373396943
-16.41992599	-0.900617644	0.469839933
8.753452537	16.49768305	0.241535827
-7.128829172	-8.457726966	0.893498051
3.963429408	-2.727711072	0.968304104
-1.845318997	-14.58517103	0.644684183
4.532565129	-5.394363293	0.479328109
13.0276452	-15.51071654	0.737915035
-4.890231179	-15.05807213	0.19016142
0.062200297	-6.542527432	0.100818801
-9.834853875	-2.807939009	0.514480121
9.019077925	-6.770614455	0.832558498
7.508232088	-11.22408736	0.607111232
-4.970379097	2.802607082	0.310243504
6.160390803	-4.660949271	0.930526803
5.352644285	-12.24009891	0.505420647
4.453206189	-8.81288093	0.241525312
-9.223400886	-6.989517337	0.657426454
4.191938206	-4.11628939	0.18000164
2.635083416	-6.644631268	0.571636638
1.71404649	-7.389564378	0.884264919
-1.938110799	-5.850783982	0.049173913
-9.082709637	-0.150553119	0.16866817
-11.64117346	-6.061597265	0.340436725
13.11211801	-17.06188416	0.363321461
5.096744845	-14.73017888	0.185785095
0.369756951	-11.25156896	0.840974833
-1.426817969	-8.583590573	0.446566321
7.96632775	-7.974899268	0.834918327
8.960937718	-13.87740753	0.515882131
0.984267025	-2.95204894	0.010414212
-2.021944019	2.104069363	0.056700425
-14.48542799	-14.34806942	0.748974049
-8.175236643	-6.172009709	0.527231416
-15.39723087	-1.52892062	0.209805569
3.089845001	-2.636542098	0.62892544
-9.891486616	22.67722315	0.363802896
4.000708724	-8.364425711	0.09567812
1.577557298	9.785533998	0.267097713
-1.309628613	-9.463423464	0.094001123
-18.32862804	4.179269198	0.228420776
1.173401292	3.482053692	0.264462056
2.107088053	-5.81758716	0.044674259
-7.201281972	-8.702263397	0.824605826
-1.738498504	-14.82443516	0.497685296
6.485191658	8.515089492	0.835744009
4.992626947	4.635132439	0.276256224
-8.649081103	-11.73065069	0.718143712
-3.39852609	7.849102274	0.574402598
-16.86447666	-3.26155057	0.791968231
6.817969574	-4.809008518	0.743907141
14.50405393	-21.5074087	0.508170417
3.960628426	-8.614425328	0.081764698
-17.89591392	11.44881951	0.481506054
-0.656966269	-2.574938344	0.220623137
11.28683708	-10.10639884	0.354503649
-2.521429073	-8.520610352	0.296750759
-9.639289127	3.209206208	0.458412132
-4.034297034	-1.410606339	0.808296358
-4.045260787	-2.915191678	0.906407716
-6.54875756	6.814769812	0.079233301
-4.89968525	-5.205837534	0.572439315
-15.45907015	-7.282973251	0.778147816
2.59407574	2.739473081	0.352461625
-5.403442173	-7.806724001	0.083332648
-1.882296782	2.872423229	0.092873255
-14.30061656	-6.333267781	0.180180462
-3.300772426	5.348211972	0.037278068
6.653640369	-2.343448064	0.487010191
5.914105537	-7.420498058	0.082653791
8.371700386	-9.375188185	0.127125843
-1.637420783	-7.971760744	0.870654932
-10.70494246	3.174807642	0.87260063
7.43077139	-13.2982086	0.308127505
7.222940133	8.087280943	0.881882371
-3.97229441	-6.113928195	0.69401284
-6.379708803	5.597069271	0.630611974
2.108890085	-9.381946287	0.111340049
-16.81939653	-7.511137747	0.317800623
2.460974668	-12.86573017	0.323582512
0.980933971	14.7889863	0.567487654
5.060502599	-0.271731556	0.860179343
-10.44969593	-6.716977364	0.140215599
1.727850063	-13.60379226	0.734281464
-0.017957612	-8.127996971	0.875510847
8.191201447	5.800688516	0.36000588
-6.685524726	-6.161735101	0.164512785
-5.120708563	-5.792090592	0.931815142
4.494479403	-6.52469301	0.938484267
3.883706437	-1.712842941	0.786302862
13.19768267	19.05271075	0.651998629
4.131831216	-12.01874198	0.144397323
2.533825999	-7.134637029	0.877618739
-3.565995834	5.423976389	0.078890144
-5.168516521	-0.910003811	0.726844637
-3.097898616	-4.179114635	0.764245287
2.252019668	-5.972132754	0.047477337
6.171559806	-5.54302513	0.777932031
8.820801518	-7.472573365	0.666025726
-2.969246961	5.589379053	0.039721138
3.263258174	-6.980771321	0.926108052
-1.1589966	-9.348498296	0.078202285
-3.643146612	-2.724639246	0.954625817
5.991561696	-4.294363737	0.756198906
0.021426891	-8.117693255	0.880270234
0.15640401	-6.298653521	0.037733221
1.774918878	-6.057510184	0.038360893
6.576732844	-0.181980449	0.11883576
5.402220687	-2.534530679	0.123816887
6.218082736	-8.293854931	0.624954546
-6.113412584	-4.275240263	0.816439525
-0.918190001	6.582616467	0.157147868
1.723902124	-6.485480325	0.199559481
-2.630971637	-6.62953438	0.557731852
6.867272182	-6.458844453	0.078296654
-16.54923156	-1.883242098	0.597942418
-2.975357184	-6.2566277	0.373739289
-7.261985927	-7.103218689	0.45749546
-11.72733734	-6.744373519	0.623584275
9.553654012	-5.722229983	0.880191427
7.999298773	-3.631386977	0.376287518
-1.621862517	-5.178087579	0.567373373
3.101539099	-9.737833121	0.507914367
9.448524619	-4.449437255	0.683066332
9.921420433	-12.09772153	0.17981021
2.613949058	-8.90934862	0.092694771
8.082942067	-3.729777036	0.284772691
-12.30037201	-3.836719084	0.204362382
-15.89251446	-5.389391606	0.665854632
-5.174706229	-3.454639747	0.040050898
-4.614469788	-8.240368302	0.078864301
8.690240972	-10.76297794	0.789224628
0.033252059	-9.040062909	0.193027897
7.420887226	-1.684720038	0.894501416
-4.780714402	-1.951027604	0.794044902
-3.54636919	-2.820534325	0.948919106
-5.455410568	-6.960920812	0.328880531
2.295087614	-3.180775761	0.495490416
-0.677920753	1.041502873	0.894940033
9.844938614	-4.50828867	0.878299708
-8.692890323	-6.199150474	0.823796754
3.26605989	-4.780251532	0.242157134
-3.148404172	-13.29802145	0.708511706
2.645638477	-3.726097499	0.960380685
3.279144276	4.580357721	0.374376509
2.596813008	-9.156238721	0.086793821
-9.493534274	-3.275933616	0.364496195
-5.42703748	-9.423100771	0.888118237
-0.975162288	-2.625277936	0.117893488
12.57340694	4.910140945	0.603247835
6.241144803	-7.648753564	0.240106156
12.22727478	-7.394526644	0.828966022
5.311605693	-8.857725407	0.595503726
8.340668057	6.886769224	0.875286281
9.137704904	-6.664767298	0.81782384
1.06839716	-10.36655353	0.66684591
5.362685503	-10.56689423	0.447248747
6.997755651	-4.257457881	0.843004565
5.854139656	-4.829917646	0.885883685
7.231599495	7.374433382	0.59572731
7.904262711	-7.428272366	0.882719688
-0.434060222	-2.652202773	0.196816667
10.89932405	-6.399895101	0.132216806
0.18821287	-7.014897778	0.453609431
-5.748492114	-10.60493826	0.296451163
-4.388269503	-3.675869696	0.294726205
8.346174416	-2.727393048	0.379962088
7.609383526	-5.433074813	0.08189145
9.720434494	7.905610374	0.12750111
-12.50256402	-3.739897788	0.292766108
0.59788741	-8.228179019	0.807944957
1.647412766	-5.596672384	0.208650534
-8.238735992	-4.043881319	0.125560796
-0.836970877	3.796950098	0.462300512
3.481991364	-0.503960565	0.144166265
5.536582616	1.067730792	0.369474108
5.90356827	3.581573458	0.353659152
-0.267757903	-7.803681813	0.942330947
9.036233792	9.793552546	0.481017359
-8.004861229	-4.445966525	0.134109091
-5.062121569	-5.920037379	0.940711604
8.612391661	2.651614102	0.210357465
3.67722342	-5.174142412	0.041827528
-3.841401076	0.090311706	0.418304007
-6.930125189	0.684306682	0.405406968
6.40081469	-1.982205654	0.192651643
6.785260237	-2.482579413	0.639126488
-0.436511218	-2.019788368	0.771500613
1.788198275	0.057940811	0.950193469
-10.08924343	-1.392331342	0.47922955
-1.254572148	-2.562980323	0.087438538
6.062864855	9.808748456	0.686553119
-4.827093863	-6.095868946	0.939164383
-1.426145842	-2.844005785	0.011534544
7.559913877	1.615419603	0.931708137
-5.285504747	-4.227847071	0.241733201
5.034160163	-9.271742184	0.754623336
0.528878184	-0.709769065	0.598932883
0.483073545	-2.600262045	0.230970966
-0.749376321	-8.02117536	0.905373992
5.552936718	-4.500578387	0.571357327
4.09099352	-8.927210276	0.207356911
-1.469849804	-5.306025621	0.492406481
3.461549219	5.562279923	0.104892545
-7.511033433	-6.094944637	0.132310217
5.451756335	-6.762345675	0.459533673
-0.878668262	-7.112928927	0.588456581
-4.11062668	-9.795435981	0.796733421
-4.745377841	-8.729984427	0.28435069
-2.293440851	-11.45089017	0.578947157
0.594825862	-8.456286755	0.638715354
3.849864514	-10.74995556	0.759452051
-6.619221003	6.409506069	0.112418043
-7.594716376	-2.637488804	0.911063136
0.824924836	3.424780481	0.14717718
-3.339691679	1.444493911	0.234492556
-2.201576975	-4.073411219	0.972785497
0.987347195	-2.925505425	0.012253663
8.998356385	2.242132564	0.095311907
-7.740249097	1.26642459	0.943624912
4.809469015	-6.112814205	0.939459147
5.681492406	-7.476117974	0.07876695
8.488291618	-8.126958729	0.52271451
-5.443003937	-11.11474684	0.150942286
4.60896174	-3.557060187	0.217539207
-3.635555381	-12.06347405	0.128424801
-1.101699283	-7.182599469	0.674018084
6.625254419	-6.425292963	0.107477111
1.356766449	-6.602763403	0.221056597
-5.954175569	-4.6629084	0.873588571
-0.960272911	-3.543006987	0.2613767
2.32020786	2.017513318	0.013707181
3.532330632	1.165974233	0.304138775
4.972759761	-1.501730423	0.770194145
4.213966559	0.40085383	0.777227671
2.146226349	-9.774908439	0.337286713
6.616483896	-6.586133315	0.083652689
3.325529626	-5.628590492	0.098403228
-1.197409865	-6.697037268	0.268832532
1.833644511	-6.418544829	0.175605717
-8.861587683	-1.50554266	0.224779822
0.648871864	-11.66130811	0.578152184
5.602459864	-2.714523263	0.039700302
3.442079414	-6.051838843	0.403982024
1.722529156	-10.86386244	0.897880047
4.601060505	-7.237685217	0.554540753
-4.613566589	-8.156032504	0.079949828
1.683936473	-2.129809591	0.175931936
5.35388576	-2.85487287	0.077490397
-2.108649709	1.608596676	0.224896141
7.192886471	-4.936970165	0.427122949
0.426336456	-2.698243932	0.163833636
-1.943134686	-3.084861336	0.240379405
-5.564631353	-6.541949742	0.544058602
0.416245527	-7.087542827	0.528233484
5.225601142	-6.658038706	0.649744283
-8.090554272	0.452414695	0.886716266
-3.831825264	-4.86148862	0.044241295
8.718664754	-0.312229399	0.427059122
7.985209526	-1.852672217	0.839520222
1.451408848	1.436804883	0.791242455
-3.302824063	-5.78721161	0.167856868
-3.84869731	-6.797677293	0.942546719
5.596545765	-4.257796084	0.466885192
-1.492148188	-8.168420302	0.772271716
4.431288411	-6.0583721	0.843884228
-2.88694123	-4.04176962	0.915828836
-4.735188613	-2.999996033	0.399502131
-5.79651909	-4.027742959	0.490846677
2.734307098	-4.128410593	0.922786603
0.545171993	-6.89631721	0.364774902
0.51526044	-6.738466368	0.233974536
2.807474408	-8.466306882	0.271910364
-5.357338025	-3.436835725	0.044342584
-4.376702695	-6.337967087	0.925218197
-0.011506925	-11.10602526	0.88659814
-5.821614036	-4.572145999	0.77824545
1.433561163	-12.53417568	0.129703677
-0.638644817	-0.553035285	0.559194239
6.558380854	-3.725502571	0.863619445
2.373644641	3.497266854	0.7722729
-0.800745631	-7.165399409	0.626091215
-3.582779519	-0.335570894	0.202361906
-2.519628219	-3.772827984	0.950745636
3.912654377	-0.288068606	0.496366482
-0.284207537	1.079146736	0.806226477
8.005908252	-5.40343693	0.126664471
11.08191341	-5.205857412	0.197883958
8.447982371	-7.24630219	0.881627303
-2.125791767	-3.577552301	0.718354452
-2.637727414	-2.99668772	0.563010224
7.339264593	-6.179223331	0.10456069
-2.199322406	-8.464387043	0.409153085
7.389296833	-5.49892263	0.113442369
0.347530272	-11.79765437	0.483210845
1.11575627	-9.424302252	0.082796314
3.779541902	3.978785104	0.509435219
8.284116545	-7.041956878	0.887857315
6.193942062	-7.003151094	0.08196337
7.050991831	-7.900293558	0.777928134
5.6266832	-5.352162623	0.937818802
-5.146296742	-7.868786762	0.078352077
-2.294710826	-4.72614719	0.722014444
9.246391738	-7.432495777	0.437023279
3.419839391	-11.40058838	0.407701665
5.364997562	-10.22768533	0.673893095
-5.680449094	-5.650334068	0.91960453
-5.320848317	-5.763331533	0.943629082
2.290684401	-9.84045656	0.412879604
-0.322200805	-1.380496313	0.974803008
3.128496006	-4.625006653	0.419561983
0.133307482	-5.840785836	0.202740685
-5.400739223	-8.1091628	0.164604834
-8.608030992	0.947572546	0.482137069
-3.363019526	-5.271456426	0.037771042
-4.175780359	-9.769160614	0.797384212
-4.494520492	-6.686885523	0.905053912
7.479842738	-4.506600225	0.420026671
1.114318978	-10.61205045	0.820738421
5.725987068	-9.597294183	0.869787083
-5.767046995	-6.245853329	0.61870089
-5.38578578	-8.276642819	0.241912167
8.787465297	-1.896314597	0.224019685
3.368718488	-4.629852799	0.293637925
-4.488961123	-5.66070168	0.638614763
5.147996839	-9.677754271	0.897573117
10.73655414	-5.911231627	0.19245358
2.566445882	-5.870484937	0.052718827
5.133536675	-6.490390384	0.791551691
2.979184243	0.635051723	0.018072847
11.40946386	-0.016150188	0.764815279
6.47303844	-5.484527434	0.63294973
3.497052693	-0.496087546	0.15357291
-9.446053144	-7.265225493	0.397088916
-4.638048896	0.6251682	0.977792129
-5.535247386	-7.940960265	0.135187539
3.845408701	-3.911592103	0.511835397
-3.570106427	-6.961333266	0.943158116
0.203537667	-3.973251679	0.549791218
5.540218373	-0.81454661	0.404780935
-0.408787127	-9.471969532	0.081709545
4.313931086	-4.737132526	0.05274082
-3.813230335	-9.379180183	0.430029701
-5.40475188	-3.949245594	0.187978207
0.060545813	-2.671098997	0.209118297
6.305464941	7.012738934	0.078367479
6.707306528	4.457685355	0.90630258
0.969350109	-3.74113768	0.439665978
-6.204399684	-3.848755029	0.702183354
1.01169182	-0.66732144	0.875562675
